Month,Max Temp. (degree Celcius)0,Max Temp. (degree Celcius)1,Max Temp. (degree Celcius)2,Max Temp. (degree Celcius)3,Max Temp. (degree Celcius)4,Max Temp. (degree Celcius)5,Max Temp. (degree Celcius)6,Min Temp. (degree Celcius)0,Min Temp. (degree Celcius)1,Min Temp. (degree Celcius)2,Min Temp. (degree Celcius)3,Min Temp. (degree Celcius)4,Min Temp. (degree Celcius)5,Min Temp. (degree Celcius)6,Rainfall (mm)0,Rainfall (mm)1,Rainfall (mm)2,Rainfall (mm)3,Rainfall (mm)4,Rainfall (mm)5,Rainfall (mm)6,Actual Evaporation (mm)0,Actual Evaporation (mm)1,Actual Evaporation (mm)2,Actual Evaporation (mm)3,Actual Evaporation (mm)4,Actual Evaporation (mm)5,Actual Evaporation (mm)6,"Relative Humidity (morning, %)0","Relative Humidity (morning, %)1","Relative Humidity (morning, %)2","Relative Humidity (morning, %)3","Relative Humidity (morning, %)4","Relative Humidity (morning, %)5","Relative Humidity (morning, %)6","Relative Humidity (afternoon, %)0","Relative Humidity (afternoon, %)1","Relative Humidity (afternoon, %)2","Relative Humidity (afternoon, %)3","Relative Humidity (afternoon, %)4","Relative Humidity (afternoon, %)5","Relative Humidity (afternoon, %)6",Sunshine (hour/day)0,Sunshine (hour/day)1,Sunshine (hour/day)2,Sunshine (hour/day)3,Sunshine (hour/day)4,Sunshine (hour/day)5,Sunshine (hour/day)6,Cloudy (hour/day)0,Cloudy (hour/day)1,Cloudy (hour/day)2,Cloudy (hour/day)3,Cloudy (hour/day)4,Cloudy (hour/day)5,Cloudy (hour/day)6,Solar Radiation (cal/cm^2/day)0,Solar Radiation (cal/cm^2/day)1,Solar Radiation (cal/cm^2/day)2,Solar Radiation (cal/cm^2/day)3,Solar Radiation (cal/cm^2/day)4,Solar Radiation (cal/cm^2/day)5,Solar Radiation (cal/cm^2/day)6,Station_Barisal,Station_Gazipur,Station_Habiganj,Station_Rangpur,Rainfall
0.1818181818181818,0.7133105802047781,0.591973244147157,0.7133550488599347,0.6416938110749184,0.49185667752442996,0.6188925081433223,0.6478405315614617,0.6208530805687204,0.6208530805687204,0.5410958904109588,0.6018957345971563,0.589257503949447,0.6650868878357029,0.4794520547945206,0.0,0.0,0.0,0.06867924528301887,0.027924528301886794,0.0,0.0,0.1470588235294118,0.09803921568627452,0.19607843137254904,0.0,0.0,0.0,0.19607843137254904,0.86,0.65,0.76,0.81,0.9500000000000001,0.8461538461538463,0.91,0.47000000000000003,0.6,0.52,0.56,0.86,0.5476190476190476,0.35000000000000003,0.4107142857142857,0.10714285714285714,0.42857142857142855,0.21428571428571427,0.03571428571428572,0.5,0.8392857142857143,0.5038759689922481,0.7674418604651163,0.5147058823529412,0.6911764705882354,0.8382352941176471,0.4558823529411765,0.17647058823529413,0.3033155125865693,0.1869530373457285,0.3091734786557675,0.22873515382399076,0.1609202761682193,0.4342287873582962,0.46603920564288076,0.0,1.0,0.0,0.0,0
0.8181818181818182,0.7201365187713311,0.7090301003344481,0.7328990228013028,0.8143322475570032,0.8371335504885993,0.8143322475570032,0.8073089700996676,0.829383886255924,0.7788309636650869,0.8150684931506849,0.8420221169036334,0.8546603475513427,0.8736176935229067,0.8561643835616438,0.03924528301886793,0.1818867924528302,0.0369811320754717,0.0,0.0,0.0,0.027924528301886794,0.11764705882352942,0.0,0.03921568627450981,0.2941176470588236,0.2450980392156863,0.1470588235294118,0.11764705882352942,0.8300000000000001,0.77,0.77,0.74,0.71,0.6813186813186815,0.74,0.9500000000000001,0.9500000000000001,0.77,0.65,0.62,0.6547619047619048,0.87,0.07142857142857144,0.20535714285714285,0.42857142857142855,0.6785714285714286,0.5625,0.3303571428571429,0.3839285714285714,0.7751937984496123,0.6589147286821705,0.49264705882352944,0.2867647058823529,0.3823529411764706,0.5735294117647058,0.5294117647058824,0.15216996937392624,0.1973179462520703,0.27446706202917126,0.36172914599139905,0.3216698146428914,0.31102713844039853,0.2600335072723586,0.0,1.0,0.0,0.0,0
0.1818181818181818,0.7337883959044369,0.6923076923076923,0.7328990228013028,0.771986970684039,0.6742671009771986,0.7263843648208468,0.7142857142857142,0.5829383886255923,0.5955766192733016,0.6301369863013698,0.6650868878357029,0.6524486571879936,0.6082148499210109,0.595890410958904,0.0029256381798002224,0.0029256381798002224,0.0029256381798002224,0.0029256381798002224,0.0029256381798002224,0.0029256381798002224,0.0029256381798002224,0.1470588235294118,0.1470588235294118,0.09803921568627452,0.1470588235294118,0.1470588235294118,0.09803921568627452,0.09803921568627452,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9450549450549451,0.9500000000000001,0.55,0.47000000000000003,0.56,0.51,0.5700000000000001,0.41666666666666663,0.51,0.6428571428571429,0.5178571428571429,0.6785714285714286,0.6517857142857143,0.4732142857142857,0.7589285714285714,0.3839285714285714,0.2558139534883721,0.36434108527131787,0.2647058823529412,0.2867647058823529,0.4338235294117647,0.1985294117647059,0.5073529411764707,0.34371631932217134,0.2998236896938612,0.3551210129828498,0.3467895978060206,0.285430739187502,0.4939608381999313,0.2547513098782427,1.0,0.0,0.0,0.0,1
0.2727272727272727,0.6928327645051195,0.5250836120401337,0.6091205211726383,0.7003257328990227,0.7394136807817588,0.7557003257328989,0.7807308970099667,0.6998420221169036,0.6208530805687204,0.5342465753424657,0.6714060031595576,0.7219589257503949,0.7156398104265402,0.6404109589041096,0.08981132075471698,0.09660377358490567,0.0,0.0,0.036226415094339624,0.003018867924528302,0.0,0.3823529411764706,0.0,0.04901960784313726,0.0,0.0,0.0,0.0,0.8300000000000001,0.91,0.9500000000000001,0.8300000000000001,0.86,0.8131868131868133,0.74,0.6900000000000001,0.86,0.74,0.72,0.6900000000000001,0.5952380952380952,0.58,0.375,0.3392857142857143,0.5789695945945946,0.4107142857142857,0.36607142857142855,0.5625,0.8214285714285714,0.5891472868217055,0.6201550387596899,0.3897058823529412,0.5808823529411765,0.6176470588235294,0.4558823529411765,0.2426470588235294,0.307509257184322,0.29268579366351444,0.4107389004648181,0.32138169478503054,0.3040411477841448,0.4897423565784954,0.48088271387563897,0.0,1.0,0.0,0.0,0
0.5454545454545454,0.658703071672355,0.5986622073578594,0.6351791530944624,0.6221498371335504,0.6612377850162865,0.7068403908794787,0.7807308970099667,0.829383886255924,0.8167456556082148,0.7671232876712328,0.791469194312796,0.8104265402843601,0.8041074249605055,0.8013698630136986,0.14339622641509434,0.06415094339622641,0.033962264150943396,0.018867924528301886,0.011320754716981133,0.011320754716981133,0.0,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.09803921568627452,0.1470588235294118,0.1470588235294118,0.92,0.91,0.91,0.91,0.91,0.9010989010989011,0.91,0.8300000000000001,0.8300000000000001,0.84,0.8200000000000001,0.92,0.7976190476190476,0.76,0.0,0.11607142857142858,0.11607142857142858,0.21428571428571427,0.45535714285714285,0.6964285714285714,0.6785714285714286,0.9844961240310078,0.8837209302325582,0.8897058823529412,0.8088235294117647,0.6102941176470589,0.4117647058823529,0.4264705882352941,0.17361889212579099,0.21723566810920553,0.21723566810920553,0.25608519810908004,0.3488597923402802,0.5686843009275163,0.4347621944062063,1.0,0.0,0.0,0.0,1
0.6363636363636364,0.8941979522184302,0.899665551839465,0.7915309446254069,0.771986970684039,0.7394136807817588,0.7263843648208468,0.8272425249169433,0.8546603475513427,0.8609794628751973,0.8801369863013698,0.8672985781990521,0.8041074249605055,0.8167456556082148,0.8150684931506849,0.007547169811320755,0.013584905660377358,0.001509433962264151,0.0,0.1471698113207547,0.00830188679245283,0.006037735849056604,0.0,0.0,0.3137254901960785,0.0,0.0,0.0,0.0,0.84,0.8300000000000001,0.8,0.7000000000000001,0.91,0.7032967032967034,0.8300000000000001,0.74,0.59,0.74,0.77,0.64,0.6071428571428571,0.8,0.6875,0.7857142857142858,0.8660714285714285,0.8392857142857143,0.375,0.9107142857142857,0.3839285714285714,0.3488372093023256,0.2635658914728682,0.23529411764705885,0.2573529411764706,0.6397058823529411,0.1985294117647059,0.6323529411764706,0.438315672653157,0.47603782657477156,0.5075172303253727,0.4977003766900364,0.3160568129675278,0.6768670559945037,0.3195462645793984,0.0,1.0,0.0,0.0,0
0.36363636363636365,0.870307167235495,0.826086956521739,0.8175895765472312,0.7198697068403908,0.7459283387622149,0.6091205211726383,0.8205980066445182,0.8672985781990521,0.8736176935229067,0.8424657534246575,0.6840442338072669,0.7219589257503949,0.6903633491311215,0.6780821917808219,0.0,0.0,0.07584905660377358,0.0,0.038490566037735846,0.0,0.0,0.1470588235294118,0.19607843137254904,0.2450980392156863,0.19607843137254904,0.2450980392156863,0.09803921568627452,0.19607843137254904,0.92,0.92,0.92,0.9,0.92,0.8901098901098902,0.91,0.62,0.63,0.63,0.76,0.68,0.8928571428571428,0.62,0.6785714285714286,0.7767857142857142,0.7232142857142857,0.5535714285714286,0.7678571428571428,0.20535714285714285,0.6607142857142858,0.3798449612403101,0.29457364341085274,0.375,0.5147058823529412,0.338235294117647,0.8014705882352942,0.4264705882352941,0.43673634898784564,0.47423198162098623,0.45336325265801136,0.38810811964443875,0.47147079851885054,0.32533150120233606,0.4297894590816446,1.0,0.0,0.0,0.0,0
0.9999999999999999,0.40955631399317405,0.4414715719063545,0.521172638436482,0.3257328990228012,0.2931596091205211,0.3843648208469055,0.43189368770764114,0.45339652448657186,0.4154818325434439,0.4417808219178082,0.4849921011058452,0.42180094786729855,0.4597156398104265,0.4178082191780822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627452,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.89,0.84,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9340659340659342,0.89,0.68,0.58,0.84,0.84,0.72,0.6190476190476191,0.75,0.5357142857142857,0.4732142857142857,0.0,0.0,0.20535714285714285,0.0,0.11607142857142858,0.3023255813953488,0.35658914728682173,0.7794117647058824,0.7794117647058824,0.6102941176470589,0.7794117647058824,0.6838235294117648,0.23969437952855058,0.22108243842496125,0.08787733076881979,0.08910373381993578,0.21260531337558178,0.11473720371006527,0.12172530439329429,0.0,0.0,0.0,1.0,0
0.9090909090909091,0.6143344709897611,0.5752508361204012,0.5928338762214982,0.6123778501628664,0.6188925081433223,0.6188925081433223,0.6312292358803986,0.49447077409162715,0.5165876777251184,0.48287671232876705,0.5102685624012637,0.5481832543443917,0.5260663507109005,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627452,0.09803921568627452,0.1470588235294118,0.19607843137254904,0.1470588235294118,0.1470588235294118,0.19607843137254904,0.79,0.84,0.81,0.77,0.77,0.6923076923076924,0.72,0.53,0.56,0.61,0.5700000000000001,0.54,0.45238095238095233,0.5700000000000001,0.625,0.7410714285714286,0.7410714285714286,0.7410714285714286,0.8035714285714286,0.8035714285714286,0.8035714285714286,0.24806201550387597,0.14728682170542634,0.1911764705882353,0.1911764705882353,0.13970588235294118,0.13970588235294118,0.13970588235294118,0.2895604571501745,0.3236629801784474,0.3236629801784474,0.3245723554331935,0.34342819946431047,0.44222603916180014,0.34342819946431047,0.0,0.0,0.0,1.0,0
0.7272727272727273,0.7337883959044369,0.6923076923076923,0.7328990228013028,0.7133550488599347,0.6742671009771986,0.7394136807817588,0.7740863787375414,0.848341232227488,0.8420221169036334,0.7534246575342466,0.7598736176935228,0.8167456556082148,0.848341232227488,0.7945205479452054,0.006037735849056604,0.0,0.06641509433962264,0.0,0.0,0.12754716981132075,0.009811320754716982,0.12745098039215688,0.19607843137254904,0.0,0.1470588235294118,0.2450980392156863,0.0,0.0,0.8,0.77,0.84,0.8300000000000001,0.84,0.7912087912087913,0.77,0.7000000000000001,0.77,0.91,0.76,0.67,0.7976190476190476,0.7000000000000001,0.14285714285714288,0.125,0.0,0.21428571428571427,0.6428571428571429,0.4107142857142857,0.6071428571428571,0.7674418604651163,0.7829457364341086,0.8970588235294118,0.7205882352941178,0.36764705882352944,0.5588235294117647,0.3970588235294118,0.19705264056514177,0.18948549447026766,0.14408291927125072,0.2229620855609267,0.3784294266414828,0.3788663689453796,0.36547470414359035,0.0,1.0,0.0,0.0,1
