Month,Max Temp. (degree Celcius)0,Max Temp. (degree Celcius)1,Max Temp. (degree Celcius)2,Max Temp. (degree Celcius)3,Max Temp. (degree Celcius)4,Max Temp. (degree Celcius)5,Max Temp. (degree Celcius)6,Min Temp. (degree Celcius)0,Min Temp. (degree Celcius)1,Min Temp. (degree Celcius)2,Min Temp. (degree Celcius)3,Min Temp. (degree Celcius)4,Min Temp. (degree Celcius)5,Min Temp. (degree Celcius)6,Rainfall (mm)0,Rainfall (mm)1,Rainfall (mm)2,Rainfall (mm)3,Rainfall (mm)4,Rainfall (mm)5,Rainfall (mm)6,Actual Evaporation (mm)0,Actual Evaporation (mm)1,Actual Evaporation (mm)2,Actual Evaporation (mm)3,Actual Evaporation (mm)4,Actual Evaporation (mm)5,Actual Evaporation (mm)6,"Relative Humidity (morning, %)0","Relative Humidity (morning, %)1","Relative Humidity (morning, %)2","Relative Humidity (morning, %)3","Relative Humidity (morning, %)4","Relative Humidity (morning, %)5","Relative Humidity (morning, %)6","Relative Humidity (afternoon, %)0","Relative Humidity (afternoon, %)1","Relative Humidity (afternoon, %)2","Relative Humidity (afternoon, %)3","Relative Humidity (afternoon, %)4","Relative Humidity (afternoon, %)5","Relative Humidity (afternoon, %)6",Sunshine (hour/day)0,Sunshine (hour/day)1,Sunshine (hour/day)2,Sunshine (hour/day)3,Sunshine (hour/day)4,Sunshine (hour/day)5,Sunshine (hour/day)6,Cloudy (hour/day)0,Cloudy (hour/day)1,Cloudy (hour/day)2,Cloudy (hour/day)3,Cloudy (hour/day)4,Cloudy (hour/day)5,Cloudy (hour/day)6,Solar Radiation (cal/cm^2/day)0,Solar Radiation (cal/cm^2/day)1,Solar Radiation (cal/cm^2/day)2,Solar Radiation (cal/cm^2/day)3,Solar Radiation (cal/cm^2/day)4,Solar Radiation (cal/cm^2/day)5,Solar Radiation (cal/cm^2/day)6,Station_Barisal,Station_Gazipur,Station_Habiganj,Station_Rangpur,Rainfall (mm)
0.7272727272727273,0.6612377850162865,0.601328903654485,0.6938110749185666,0.7815699658703072,0.7589576547231267,0.7807308970099667,0.8762214983713352,0.8609794628751973,0.7294520547945205,0.7397260273972602,0.838862559241706,0.8420221169036334,0.8321678321678321,0.8424657534246575,0.29405286343612336,0.027169811320754716,0.0,0.0,0.0,0.0,0.0,0.11764705882352942,0.05882352941176471,0.09950248756218905,0.19607843137254904,0.1990049751243781,0.1990049751243781,0.2450980392156863,0.87,0.9500000000000001,0.91,0.8300000000000001,0.84,0.8,0.8,0.91,1.0,0.7160493827160495,0.74,0.71,0.6547619047619048,0.65,0.0,0.0,0.4732142857142857,0.42857142857142855,0.6964285714285714,0.6607142857142858,0.5714285714285715,0.8970588235294118,0.8914728682170542,0.5073529411764707,0.5441176470588236,0.3235294117647059,0.35294117647058826,0.3953488372093023,0.14523375057357193,0.14523375057357193,0.4024829904312705,0.3007010916541281,0.3978615103883215,0.38492813010212246,0.3525199816456979,0.0,1.0,0.0,0.0,43.4
0.6363636363636364,0.7198697068403908,0.7408637873754151,0.778501628664495,0.6109215017064846,0.5765472312703582,0.6345514950166112,0.6938110749185666,0.8357030015797787,0.8287671232876712,0.8356164383561643,0.8167456556082148,0.8167456556082148,0.7832167832167831,0.8013698630136986,0.0,0.004528301886792453,0.06641509433962264,0.10339622641509434,0.08590308370044053,0.018113207547169812,0.04905660377358491,0.19607843137254904,0.15686274509803924,0.1791044776119403,0.21568627450980396,0.12935323383084577,0.2388059701492537,0.1470588235294118,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.65,0.62,0.5679012345679013,0.92,0.96,0.8452380952380951,0.64,0.9017857142857143,0.7053571428571429,0.7589285714285714,0.09821428571428573,0.044642857142857144,0.13392857142857142,0.4821428571428572,0.1985294117647059,0.32558139534883723,0.3161764705882353,0.8602941176470588,0.9044117647058825,0.8308823529411765,0.5193798449612403,0.5243141146717034,0.44694859728313646,0.5944674852945162,0.20781978636446097,0.18672301010553724,0.2218843038704101,0.359040027318031,1.0,0.0,0.0,0.0,10.788695652173914
0.8181818181818182,0.48859934853420184,0.45514950166112944,0.5439739413680781,0.6791808873720135,0.6416938110749184,0.6411960132890365,0.6091205211726383,0.6524486571879936,0.6917808219178082,0.6130136986301369,0.7061611374407581,0.6018957345971563,0.5944055944055943,0.6472602739726027,0.1288546255506608,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.1470588235294118,0.09803921568627452,0.09950248756218905,0.1470588235294118,0.14925373134328357,0.09950248756218905,0.09803921568627452,0.9,0.9500000000000001,0.9500000000000001,0.86,0.9500000000000001,0.91,0.86,0.91,0.8200000000000001,0.654320987654321,0.62,0.5700000000000001,0.5357142857142857,0.72,0.0,0.26785714285714285,0.6517857142857143,0.5625,0.625,0.5625,0.44642857142857145,0.8455882352941176,0.6046511627906976,0.3088235294117647,0.3823529411764706,0.33088235294117646,0.3823529411764706,0.4496124031007752,0.12623918216644792,0.21791465249543812,0.4436990051774145,0.31877794495843603,0.3401628410752206,0.31877794495843603,0.2790387467853293,0.0,0.0,0.0,1.0,0.0
0.9999999999999999,0.3224755700325732,0.2956810631229235,0.2052117263843648,0.41296928327645055,0.3876221498371334,0.4352159468438538,0.4592833876221498,0.570300157977883,0.5205479452054794,0.45890410958904104,0.4123222748815165,0.39336492890995256,0.32167832167832167,0.3287671232876712,0.005506607929515419,0.004528301886792453,0.0,0.0,0.0,0.0,0.0,0.09803921568627452,0.05882352941176471,0.04975124378109452,0.04901960784313726,0.04975124378109452,0.04975124378109452,0.04901960784313726,0.9400000000000001,0.89,0.88,0.9400000000000001,0.9400000000000001,0.93,0.9400000000000001,0.77,0.76,0.8024691358024691,0.8,0.55,0.44047619047619047,0.53,0.0,0.0,0.0,0.5,0.5357142857142857,0.5446428571428571,0.5625,0.7867647058823529,0.7751937984496123,0.7867647058823529,0.375,0.3455882352941177,0.338235294117647,0.2868217054263566,0.09443928674328522,0.09443928674328522,0.11994795478572011,0.24009988155072512,0.2505042097512565,0.253107959577851,0.2583154592310401,1.0,0.0,0.0,0.0,0.0
0.6363636363636364,0.6938110749185666,0.7674418604651163,0.7198697068403908,0.7337883959044369,0.7003257328990227,0.7009966777408638,0.6416938110749184,0.8041074249605055,0.8013698630136986,0.821917808219178,0.848341232227488,0.848341232227488,0.8181818181818181,0.8150684931506849,0.0,0.0,0.0022641509433962265,0.0,0.012114537444933923,0.012830188679245283,0.012075471698113209,0.1470588235294118,0.19607843137254904,0.12935323383084577,0.1470588235294118,0.15920398009950248,0.21890547263681592,0.20588235294117652,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.74,0.67,0.6419753086419753,0.74,0.77,0.6904761904761905,0.74,0.7767857142857142,0.8839285714285715,0.5357142857142857,0.7142857142857143,0.8928571428571429,0.5714285714285715,0.6607142857142858,0.3014705882352941,0.1705426356589147,0.5,0.35294117647058826,0.20588235294117646,0.4705882352941177,0.36434108527131787,0.4750883034008814,0.5172818559187288,0.48281423653465616,0.4504700622125471,0.5208033208481395,0.3942013210829038,0.42936261484777666,1.0,0.0,0.0,0.0,27.4
0.4545454545454545,0.7133550488599347,0.6411960132890365,0.6482084690553744,0.7201365187713311,0.7133550488599347,0.7076411960132889,0.6742671009771986,0.8672985781990521,0.6986301369863013,0.732876712328767,0.8104265402843601,0.8357030015797787,0.804195804195804,0.8082191780821917,0.3755506607929516,0.2641509433962264,0.0,0.0,0.009911894273127754,0.006037735849056604,0.003018867924528302,0.0,0.1470588235294118,0.1990049751243781,0.2450980392156863,0.18905472636815918,0.1791044776119403,0.18627450980392157,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.8,0.9012345679012346,0.8,0.7907826086956522,0.9047619047619047,0.84,0.09821428571428573,0.2410714285714286,0.08035714285714286,0.5446428571428571,0.6607142857142858,0.5625,0.5,0.911764705882353,0.7829457364341086,0.9264705882352942,0.5441176470588236,0.4485294117647059,0.6586752347998021,0.5581395348837209,0.2131660103936571,0.2681969032450833,0.2620015721991814,0.3851522233249031,0.4298641568225715,0.3920244154901772,0.3679504007000245,1.0,0.0,0.0,0.0,0.0
0.6363636363636364,0.6612377850162865,0.7308970099667773,0.7980456026058631,0.8873720136518772,0.781758957654723,0.7009966777408638,0.6026058631921823,0.791469194312796,0.7945205479452054,0.8287671232876712,0.9115323854660347,0.829383886255924,0.8321678321678321,0.8150684931506849,0.09801762114537446,0.08830188679245282,0.0,0.004528301886792453,0.04625550660792952,0.012075471698113209,0.05132075471698113,0.18627450980392157,0.16666666666666669,0.29850746268656714,0.25490196078431376,0.26865671641791045,0.10945273631840796,0.12745098039215688,0.9500000000000001,0.87,0.88,0.81,0.91,0.8300000000000001,0.91,0.91,0.8,0.5925925925925926,0.68,0.74,0.7976190476190476,0.96,0.19642857142857145,0.3839285714285714,0.8839285714285715,0.7321428571428571,0.9285714285714286,0.2410714285714286,0.0,0.7867647058823529,0.6124031007751938,0.22058823529411764,0.3455882352941177,0.18382352941176472,0.75,0.9457364341085271,0.2461930829891902,0.3195462645793984,0.6543194817164079,0.4557842729242031,0.5326375772321285,0.26366168326023626,0.16935044978711145,0.0,1.0,0.0,0.0,0.0
0.9999999999999999,0.521172638436482,0.40863787375415284,0.4592833876221498,0.5460750853242321,0.4983713355048859,0.4983388704318936,0.48859934853420184,0.47551342812006314,0.4383561643835616,0.4657534246575342,0.5260663507109005,0.5766192733017376,0.4545454545454545,0.4726027397260273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04901960784313726,0.1470588235294118,0.09950248756218905,0.09803921568627452,0.14925373134328357,0.09950248756218905,0.09803921568627452,0.72,0.65,0.8,0.72,0.64,0.6900000000000001,0.73,0.51,0.47000000000000003,0.48148148148148145,0.6,0.52,0.40476190476190477,0.55,0.6785714285714286,0.6875,0.6607142857142858,0.15178571428571427,0.6785714285714286,0.7142857142857143,0.6785714285714286,0.2426470588235294,0.1937984496124031,0.2573529411764706,0.676470588235294,0.2426470588235294,0.21323529411764705,0.20155038759689925,0.31016636254015,0.3128981656369049,0.3870049605594861,0.14915004641931043,0.31016636254015,0.321082903821323,0.31016636254015,0.0,1.0,0.0,0.0,0.0
0.2727272727272727,0.7394136807817588,0.6976744186046511,0.7524429967426709,0.6416382252559727,0.6612377850162865,0.548172757475083,0.6091205211726383,0.6524486571879936,0.7363013698630136,0.5616438356164383,0.589257503949447,0.6998420221169036,0.5804195804195804,0.5342465753424657,0.0,0.06113207547169811,0.06641509433962264,0.0,0.13105726872246698,0.09660377358490567,0.0,0.19607843137254904,0.15686274509803924,0.32835820895522383,0.19607843137254904,0.38805970149253727,0.0,0.04901960784313726,0.8300000000000001,0.91,1.0,0.86,0.8300000000000001,0.91,0.9500000000000001,0.63,0.79,0.5432098765432098,0.71,0.6900000000000001,0.8333333333333333,0.74,0.5089285714285715,0.11607142857142858,0.7410714285714286,0.5178571428571429,0.375,0.3392857142857143,0.5789695945945946,0.5,0.813953488372093,0.3088235294117647,0.49264705882352944,0.6102941176470589,0.6397058823529411,0.35658914728682173,0.3595202270811324,0.20695542679087836,0.5711420129570898,0.3629883364813095,0.307509257184322,0.29363681958361343,0.4115311969779428,0.0,1.0,0.0,0.0,0.0
0.6363636363636364,0.8371335504885993,0.8637873754152823,0.781758957654723,0.8088737201365188,0.781758957654723,0.7408637873754151,0.7589576547231267,0.9273301737756713,0.8527397260273972,0.8424657534246575,0.8230647709320694,0.8862559241706159,0.8601398601398601,0.8527397260273972,0.0,0.03207547169811321,0.0,0.15660377358490565,0.0,0.0,0.0037735849056603774,0.2450980392156863,0.2941176470588236,0.29850746268656714,0.34313725490196084,0.1990049751243781,0.24875621890547261,0.19607843137254904,0.74,0.84,0.8,0.8,0.84,0.8,0.8,0.71,0.65,0.5925925925925926,0.67,0.74,0.5714285714285714,0.77,0.44642857142857145,0.44642857142857145,0.7410714285714286,0.625,0.4732142857142857,0.44642857142857145,0.35714285714285715,0.5808823529411765,0.5581395348837209,0.338235294117647,0.4338235294117647,0.5588235294117647,0.5808823529411765,0.6356589147286822,0.34440994120220675,0.34440994120220675,0.5840042286736603,0.4143483689214713,0.3548996382495118,0.34440994120220675,0.3094407273425745,0.0,0.0,0.0,1.0,0.0
