Month,Avg Max Temp. (degree Celcius),Avg Min Temp. (degree Celcius),Avg Rainfall (mm),Avg Actual Evaporation (mm),"Avg Relative Humidity (morning, %)","Avg Relative Humidity (afternoon, %)",Avg Sunshine (hour/day),Avg Cloudy (hour/day),Avg Solar Radiation (cal/cm^2/day),AVE_WL(m)
0.9090909090909091,0.6079136690647484,0.5382059800664452,0.0,0.06944444444444445,0.6479999999999999,0.4439024390243903,0.7192982456140349,0.15407854984894262,0.49144194707668754,1
0.4545454545454545,0.4676258992805755,0.8538205980066447,0.17110379898294945,0.125,0.9359999999999997,0.9121951219512195,0.0,0.9999999999999999,0.1978750619991123,1
0.36363636363636365,0.7805755395683456,0.760797342192691,0.0,0.15625,0.784,0.624390243902439,0.63859649122807,0.4229607250755286,0.7070770355287544,1
0.2727272727272727,0.7985611510791366,0.7940199335548173,0.1648594077176189,0.17361111111111113,0.6639999999999999,0.4439024390243903,0.614035087719298,0.38972809667673713,0.6591049503572021,1
0.9090909090909091,0.5107913669064748,0.4119601328903653,0.009572240502542627,0.10416666666666667,0.808,0.30243902439024384,0.63859649122807,0.20543806646525678,0.40472150433776244,1
0.1818181818181818,0.8345323741007196,0.7740863787375414,0.09871373018247083,0.17361111111111113,0.8800000000000001,0.36585365853658536,0.8947368421052629,0.08459214501510573,0.8395680510959703,0
0.6363636363636364,0.6618705035971224,0.8970099667774085,0.06777652500057525,0.1666666666666667,0.8720000000000001,0.5853658536585366,0.8035087719298244,0.24471299093655588,0.8394201233891109,2
0.8181818181818182,0.5467625899280577,0.86046511627907,0.5898893209691893,0.034722222222222224,0.784,0.829268292682927,0.09122807017543859,0.7492447129909365,0.1530355635610549,2
0.36363636363636365,0.8884892086330938,0.9069767441860463,0.028118456476218964,0.22569444444444445,0.7919999999999996,0.5170731707317072,0.8807017543859648,0.2145015105740181,0.9025069395497779,1
0.09090909090909091,0.46043165467625924,0.33887043189368776,0.0,0.10416666666666667,0.76,0.3414634146341464,0.5929824561403508,0.2809667673716011,0.49223379538987644,0
0.1818181818181818,0.7924460431654676,0.6378737541528241,0.09871373018247083,0.15625,0.8800000000000001,0.5317073170731706,0.8245614035087717,0.14501510574018125,0.7841995805814429,0
0.5454545454545454,0.6079136690647484,0.903654485049834,0.1717020640143584,0.12152777777777779,0.9040000000000001,0.8829268292682927,0.2140350877192982,0.8066465256797583,0.3646156925192089,2
0.09090909090909091,0.39568345323741005,0.21262458471760798,0.0,0.06944444444444445,0.5759999999999998,0.4048780487804877,0.5859649122807016,0.2870090634441087,0.4872303582460995,0
0.9090909090909091,0.6978417266187051,0.6079734219269104,0.0,0.12152777777777779,0.8800000000000001,0.375609756097561,0.7508771929824559,0.11178247734138977,0.5117763902158875,1
0.36363636363636365,0.9100719424460433,0.9534883720930234,0.0,0.3559027777777778,0.728,0.4439024390243903,0.7228070175438596,0.3595166163141994,0.7746190861548369,1
0.36363636363636365,0.8884892086330938,0.8372093023255816,0.0,0.1909722222222222,0.784,0.5658536585365854,0.9052631578947367,0.19335347432024172,0.92232925226895,2
0.7272727272727273,0.6834532374100719,0.8405315614617941,0.09572240502542625,0.1388888888888889,0.9040000000000001,0.8780487804878049,0.3017543859649122,0.6223564954682778,0.3578329860512873,2
0.6363636363636364,0.6762589928057556,0.9069767441860463,0.09871373018247083,0.20833333333333334,0.784,0.7804878048780487,0.7438596491228069,0.29607250755287007,0.7906648915341844,2
0.4545454545454545,0.7446043165467624,0.900332225913621,0.14537840263236612,0.14930555555555555,0.9040000000000001,0.9365853658536586,0.36491228070175435,0.6858006042296072,0.48958849992603615,2
0.0,0.24460431654676285,0.28571428571428575,0.0,0.052083333333333336,0.696,0.5756097560975609,0.3368421052631578,0.4773413897280967,0.2665918326502553,0
0.6363636363636364,0.7194244604316544,0.9235880398671095,0.0083757104397248,0.1527777777777778,0.8720000000000001,0.6585365853658537,0.8421052631578946,0.21148036253776434,0.8709635314694443,2
0.5454545454545454,0.539568345323741,0.8803986710963456,0.10828597068501347,0.06944444444444445,0.9040000000000001,0.9609756097560976,0.0,0.9909365558912385,0.19369827968778547,2
0.7272727272727273,0.8417266187050361,0.9235880398671095,0.02991325157044571,0.08680555555555557,0.7919999999999996,0.6526492851135409,0.6421052631578946,0.32930513595166144,0.6165713838201895,2
0.09090909090909091,0.45683453237410077,0.27242524916943517,0.0,0.10416666666666667,0.8560000000000001,0.2833333333333333,0.7614035087719297,0.13595166163141995,0.6123162868405253,0
0.9090909090909091,0.550359712230216,0.478405315614618,0.028716721507627885,0.10416666666666667,0.8639999999999997,0.35609756097560974,0.7403508771929824,0.13595166163141995,0.5049990863288693,1
0.4545454545454545,0.7086330935251799,0.9335548172757475,0.03350284175889919,0.21180555555555555,0.9040000000000001,0.8048780487804877,0.5754385964912279,0.5045317220543806,0.6578780205532497,2
0.1818181818181818,0.8489208633093526,0.5681063122923589,0.0,0.1909722222222222,0.6719999999999999,0.36097560975609755,0.9614035087719298,0.02719033232628401,0.8921607016994283,0
0.36363636363636365,0.9172661870503598,0.9568106312292359,0.06012563565659587,0.20833333333333334,0.808,0.4926829268292683,0.8561403508771928,0.23564954682779451,0.8826759252007902,1
0.8181818181818182,0.6762589928057556,0.7707641196013288,0.0,0.15625,0.768,0.7121951219512196,0.7649122807017542,0.16918429003021143,0.639334847416921,1
0.0,0.2517985611510791,0.18936877076411956,0.0,0.10416666666666667,0.6799999999999999,0.5121951219512195,0.7298245614035087,0.12688821752265858,0.4707233664865429,0
0.09090909090909091,0.4136690647482013,0.2757475083056478,0.0,0.10416666666666667,0.8560000000000001,0.3369918699186992,0.7192982456140349,0.1722054380664653,0.3212554711497463,0
0.7272727272727273,0.6402877697841725,0.8770764119601329,0.11666168112473826,0.1388888888888889,0.9359999999999997,0.8829268292682927,0.3578947368421052,0.5740181268882175,0.4005114846720791,2
0.6363636363636364,0.6007194244604317,0.8637873754152825,0.0744839964104098,0.16666666666666666,0.9040000000000001,0.9170731707317074,0.6315789473684209,0.3927492447129909,0.6988975035024059,2
0.4545454545454545,0.8812949640287768,0.9335548172757473,0.10828597068501347,0.17708333333333334,0.8720000000000001,0.5365853658536586,0.7649122807017542,0.34138972809667667,0.8093472907475571,2
0.1818181818181818,0.8705035971223021,0.7740863787375414,0.09871373018247083,0.20833333333333334,0.8480000000000001,0.4,0.8350877192982454,0.13595166163141995,0.7925009354252049,0
0.2727272727272727,0.8597122302158275,0.8372093023255816,0.09220759796589889,0.2013888888888889,0.8720000000000001,0.5560975609756098,0.7228070175438596,0.29607250755287007,0.7463648941446733,1
0.9090909090909091,0.5431654676258992,0.4850498338870432,0.0,0.10416666666666667,0.6319999999999999,0.5365853658536586,0.7859649122807015,0.09667673716012085,0.26772304452623974,0
