Month,Avg Min Temp. (degree Celcius),Avg Max Temp. (degree Celcius),Avg Rainfall (mm),Avg Actual Evaporation (mm),"Avg Relative Humidity (morning, %)","Avg Relative Humidity (afternoon, %)",Avg Sunshine (hour/day),Avg Cloudy (hour/day),Avg Solar Radiation (cal/cm^2/day),Station_Barisal,Station_Gazipur,Station_Habiganj,Station_Rangpur,Rainfall
1,13.333333333333334,26.833333333333332,0.0,1.6666666666666667,83.0,56.0,6.133333333333334,4.584677419354835,267.5366666666667,0,1,0,0,0
1,13.266666666666666,26.7,0.0,2.0,81.33333333333333,56.0,5.8,4.584677419354835,259.26666666666665,0,1,0,0,0
1,13.866666666666667,26.3,0.0,2.0,83.66666666666667,55.333333333333336,5.666666666666667,4.584677419354835,255.96,0,1,0,0,0
1,14.466666666666667,26.8,0.0,2.0,80.33333333333333,52.333333333333336,6.666666666666667,4.584677419354835,280.76666666666665,0,1,0,0,0
1,14.733333333333334,26.866666666666664,0.0,1.6666666666666667,78.66666666666667,48.0,6.733333333333333,4.584677419354835,282.42,0,1,0,0,0
1,14.199999999999998,26.600000000000005,0.0,1.3333333333333333,79.0,48.0,5.933333333333333,4.584677419354835,262.5733333333333,0,1,0,0,0
1,13.700000000000001,26.46666666666667,0.0,1.3333333333333333,86.0,44.333333333333336,4.733333333333333,4.584677419354835,232.8066666666667,0,1,0,0,0
1,14.033333333333331,25.200000000000003,0.0,1.6666666666666667,93.0,52.333333333333336,3.4,4.584677419354835,199.73333333333335,0,1,0,0,0
1,14.366666666666665,24.8,0.0,2.0,100.0,49.0,4.4,4.584677419354835,224.54,0,1,0,0,0
1,13.933333333333332,24.0,0.0,2.0,96.0,55.0,4.6000000000000005,4.584677419354835,229.5,0,1,0,0,1
1,12.4,24.46666666666667,0.0,1.6666666666666667,94.0,49.333333333333336,5.266666666666667,4.584677419354835,241.90333333333334,0,1,0,0,0
1,11.866666666666667,24.8,0.0,1.3333333333333333,90.0,54.666666666666664,5.199999999999999,4.584677419354835,240.25,0,1,0,0,0
1,11.866666666666665,25.3,0.0,1.3333333333333333,84.33333333333333,52.666666666666664,5.3,4.584677419354835,242.73,0,1,0,0,0
1,12.466666666666667,25.96666666666667,0.0,1.6666666666666667,82.66666666666667,51.666666666666664,5.833333333333333,4.584677419354835,260.0933333333333,0,1,0,0,0
1,12.466666666666667,26.233333333333334,0.0,2.0,83.0,49.333333333333336,6.3,4.584677419354835,271.67,0,1,0,0,0
1,12.266666666666666,26.46666666666667,0.0,2.3333333333333335,87.0,47.666666666666664,7.0,4.584677419354835,289.0366666666667,0,1,0,0,0
1,12.533333333333331,25.8,0.0,2.0,83.66666666666667,50.0,5.800000000000001,4.584677419354835,259.27000000000004,0,1,0,0,0
1,13.733333333333334,24.2,2.4,2.066666666666667,81.66666666666667,60.0,5.230303030303029,4.584677419354835,196.42999999999998,0,1,0,0,0
1,14.799999999999999,23.066666666666666,2.4,1.4000000000000001,83.33333333333333,67.66666666666667,3.9636363636363616,4.584677419354835,165.00666666666666,0,1,0,0,0
1,14.533333333333333,21.53333333333333,2.4,1.7333333333333334,86.33333333333333,72.33333333333333,3.8303030303030283,4.584677419354835,161.70000000000002,0,1,0,0,0
1,13.4,21.46666666666667,0.0,1.3333333333333333,90.0,69.0,3.133333333333333,4.584677419354835,193.12,0,1,0,0,0
1,11.933333333333332,21.26666666666667,0.0,1.6666666666666667,91.66666666666667,67.0,3.8666666666666667,4.584677419354835,211.31333333333336,0,1,0,0,0
1,10.933333333333332,22.333333333333332,0.0,1.3333333333333333,95.66666666666667,63.666666666666664,5.3999999999999995,4.584677419354835,249.34666666666666,0,1,0,0,0
1,9.466666666666667,22.866666666666664,0.0,1.6666666666666667,95.33333333333333,54.0,6.533333333333332,4.584677419354835,277.46,0,1,0,0,0
1,9.133333333333333,23.5,0.0,1.6666666666666667,93.33333333333333,56.666666666666664,6.866666666666667,4.584677419354835,285.72666666666663,0,1,0,0,0
1,10.133333333333333,24.166666666666668,0.0,2.0,84.33333333333333,55.333333333333336,6.633333333333333,4.584677419354835,279.94,0,1,0,0,0
1,11.733333333333334,25.066666666666666,0.0,2.0,79.66666666666667,60.666666666666664,5.599999999999999,4.584677419354835,254.30666666666664,0,1,0,0,0
1,13.0,25.100000000000005,0.0,2.0,80.0,53.666666666666664,5.133333333333333,4.584677419354835,242.73,0,1,0,0,0
1,13.666666666666666,24.96666666666667,0.0,1.6666666666666667,85.33333333333333,62.0,3.566666666666667,4.584677419354835,203.86666666666667,0,1,0,0,0
1,14.733333333333334,25.666666666666668,0.0,1.6666666666666667,92.33333333333333,63.0,4.0,4.546717099628887,228.08666666666667,0,1,0,0,0
1,15.733333333333334,26.933333333333337,0.0,2.0,96.33333333333333,66.33333333333333,4.0,4.508756779902938,241.33333333333334,0,1,0,0,0
2,16.133333333333336,27.8,0.0,2.6666666666666665,93.33333333333333,54.333333333333336,5.566666666666667,4.47079646017699,294.4633333333333,0,1,0,0,0
2,15.666666666666666,27.5,0.0,2.9877068557919624,80.0,47.333333333333336,6.5,4.47079646017699,320.8,0,1,0,0,0
2,14.866666666666667,26.966666666666665,0.0,2.9877068557919624,64.33333333333333,41.0,7.599999999999999,4.47079646017699,351.83666666666664,0,1,0,0,0
2,13.4,26.900000000000002,0.0,2.654373522458629,55.666666666666664,38.666666666666664,8.1,4.47079646017699,365.94666666666666,0,1,0,0,0
2,12.466666666666669,27.400000000000002,0.0,2.3333333333333335,56.333333333333336,43.333333333333336,7.166666666666667,4.47079646017699,339.60999999999996,0,1,0,0,0
2,12.733333333333334,28.0,0.0,1.6666666666666667,62.333333333333336,45.333333333333336,5.6000000000000005,4.47079646017699,295.40666666666664,0,1,0,0,0
2,15.0,28.399999999999995,0.0,1.6666666666666667,71.0,52.333333333333336,4.2,4.47079646017699,255.90333333333334,0,1,0,0,0
2,17.333333333333332,28.400000000000002,0.0,1.6666666666666667,80.33333333333333,57.0,4.333333333333333,4.47079646017699,259.6666666666667,0,1,0,0,0
2,17.933333333333334,28.433333333333334,0.0,2.0,86.66666666666667,64.33333333333333,5.133333333333333,4.47079646017699,282.2366666666667,0,1,0,0,0
2,17.333333333333332,28.03333333333333,0.0,1.6666666666666667,83.66666666666667,60.0,5.6000000000000005,4.47079646017699,295.40333333333336,0,1,0,0,0
2,15.133333333333333,28.5,0.0,1.6666666666666667,77.0,60.666666666666664,5.3999999999999995,4.47079646017699,289.76,0,1,0,0,0
